"compound_id","name","smiles","source_species","country","bioactivity","target_organism","reference","source_db","activity_value","activity_type","ailment_treated","compound_class","molecular_weight","xlogp","h_bond_donors","h_bond_acceptors","rotatable_bonds","tpsa","num_atoms","num_rings","label_antibacterial","mic_value","log_mic"
"Mol_09461","quercetin 3-galactosyl (1→2)rhamnoside","OC[C@H]1OC(O[C@@H]2C(O[C@@H]([C@H]([C@@H]2O)O)C)Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@H]1O)O)O","Embelia schimperi","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","610.52","-1.69","10.0","16.0","6.0","269.43","43.0","5.0","1","",""
"Mol_09462","isorhamnetin 3-O-beta-galactoysyl (1→4)-beta-galactoside","OC[C@H]1OC(Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)OC)O)[C@H]([C@H]([C@@H]1OC1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O","Embelia schimperi","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","640.55","-2.41","10.0","17.0","8.0","278.66","45.0","5.0","1","",""
"Mol_09463","quercetin 3-O-[alpha-rhamnosyl (1→2)][alpha-rhamnosyl (1→4)]-alpha-rhamnoside","Oc1cc(O)c2c(c1)oc(c(c2=O)OC1O[C@H](C)[C@H]([C@@H]([C@@H]1OC1O[C@H](C)[C@H]([C@@H]([C@@H]1O)O)O)O)OC1O[C@H](C)[C@H]([C@@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O","Embelia schimperi","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","740.66","-1.81","11.0","19.0","7.0","308.12","52.0","6.0","1","",""
"Mol_09464","quercetin 3-glucosyl (1'''→4'')rhamnoside-7-rhamnosyl (1'''→6'''') glucoside","OC[C@H]1OC(Oc2cc(O)c3c(c2)oc(c(c3=O)OC2O[C@H](OC3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@H]([C@@H]([C@@H]2O)O)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC1O[C@H](C)[C@H]([C@@H]([C@@H]1O)O)O)O)O","Myrsine africana","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","920.78","-6.43","16.0","26.0","11.0","427.73","64.0","7.0","1","",""
"Mol_09465","quercetin 8-C-alpha-beta-rhamnosyl(1→2)glucoside","OC[C@H]1OC(O[C@@H]2C(O[C@@H]([C@H]([C@@H]2O)O)C)Oc2ccc(c3c2oc(c2ccc(c(c2)O)O)c(c3=O)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Eucalyptus globulous maidenii","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","610.52","-1.69","10.0","16.0","6.0","269.43","43.0","5.0","1","",""
"Mol_09476","embelinone","O=C1C[C@@]2(C)[C@]3(C)CC[C@@H]4[C@]([C@H]3CC[C@@]32[C@H]2[C@]1(CO3)CCC(C2)(C)C)(C)CCC(=O)C4(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:12560028","ANPDB","","class_inference","","terpenoid","454.7","6.77","0.0","3.0","0.0","43.37","33.0","6.0","1","",""
"Mol_09477","aegicerin","O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)CC(=O)[C@@]1([C@H]3CC(C)(C)CC1)CO2)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:12560028","ANPDB","","class_inference","","terpenoid","456.71","6.56","1.0","3.0","0.0","46.53","33.0","6.0","1","",""
"Mol_09478","protoprimulagenin A","O[C@@H]1C[C@@]2(C)[C@]3(C)CC[C@@H]4[C@]([C@H]3CC[C@@]32[C@H]2[C@]1(CO3)CCC(C2)(C)C)(C)CC[C@@H](C4(C)C)O","Embelia schimperi","East Africa","antibacterial","multiple","PMID:12560028","ANPDB","","class_inference","","terpenoid","458.73","6.35","2.0","3.0","0.0","49.69","33.0","6.0","1","",""
"Mol_09479","schimperinone","OC[C@@]12CCC(C[C@@]2(C)C2=CC[C@]3([C@@]([C@@]2(CC1=O)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)C)C)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:12560028","ANPDB","","class_inference","","terpenoid","482.79","8.38","1.0","2.0","1.0","37.3","35.0","5.0","1","",""
"Mol_09480","primulagenin A","OC[C@@]12CCC(C[C@H]2C2=CC[C@H]3[C@@]([C@@]2(C[C@H]1O)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:12560028","ANPDB","","class_inference","","terpenoid","458.73","6.11","3.0","3.0","1.0","60.69","33.0","5.0","1","",""
"Mol_09481","3beta,16alpha-di-O-acetyl-13beta,28-epoxyoleanane","CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)C[C@H]([C@@]1([C@H]3CC(C)(C)CC1)CO2)OC(=O)C)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","542.8","7.49","0.0","5.0","2.0","61.83","39.0","6.0","1","",""
"Mol_09482","3beta-acetyl-16-oxo-13beta,28-epoxyoleanane","CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)CC(=O)[C@@]1([C@H]3CC(C)(C)CC1)CO2)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","498.75","7.13","0.0","4.0","1.0","52.6","36.0","6.0","1","",""
"Mol_09483","3beta-acetyl-16alpha-hydroxy-13beta,28-epoxyoleanane","CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)C[C@H]([C@@]1([C@H]3CC(C)(C)CC1)CO2)O)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","500.76","6.92","1.0","4.0","1.0","55.76","36.0","6.0","1","",""
"Mol_09484","3beta-acetyl-16alpha-hydroxyoleanane-13beta,28-olide","CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)C[C@H]([C@@]1([C@H]3CC(C)(C)CC1)C(=O)O2)O)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","514.75","6.45","1.0","5.0","1.0","72.83","37.0","6.0","1","",""
"Mol_09485","3beta-acetyl-28-hydroxy-16-oxo-12-oleanene","OC[C@@]12CCC(C[C@H]2[C@@]2([C@](CC1=O)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)OC(=O)C)C)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","514.79","7.36","1.0","4.0","2.0","63.6","37.0","5.0","1","",""
"Mol_09486","3beta,28-di-O-acetyl-16alpha-hydroxy-12-oleanene","CC(=O)OC[C@@]12CCC(C[C@H]2[C@@]2([C@](C[C@H]1O)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)OC(=O)C)C)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","558.84","7.72","1.0","5.0","3.0","72.83","40.0","5.0","1","",""
"Mol_09487","3beta-acetyl-11alpha,28-dihydroxy-16-oxo-12-oleanene","OC[C@@]12CCC(C[C@H]2[C@@]2([C@](CC1=O)(C)[C@]1(C)CC[C@@H]3[C@](C1[C@@H](C2)O)(C)CC[C@@H](C3(C)C)OC(=O)C)C)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","530.79","6.33","2.0","5.0","2.0","83.83","38.0","5.0","1","",""
"Mol_09488","3beta,11alpha,16alpha,28-tetrahydroxy-12-oleanene","OC[C@@]12CCC(C[C@H]2[C@@]2([C@](C[C@H]1O)(C)[C@]1(C)CC[C@@H]3[C@](C1[C@@H](C2)O)(C)CC[C@@H](C3(C)C)O)C)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","490.77","5.55","4.0","4.0","1.0","80.92","35.0","5.0","1","",""
"Mol_09489","3beta-acetyl-16alpha,28alpha-dihydroxy-13beta,28-oxydooleanane","CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)C[C@H]([C@@]1([C@H]3CC(C)(C)CC1)[C@@H](O2)O)O)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","516.76","6.24","2.0","5.0","1.0","75.99","37.0","6.0","1","",""
"Mol_09490","3beta,28alpha-dihydroxy-16-oxo-13beta,28-oxydooleanane","O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@]23[C@@]1(C)CC(=O)[C@@]1([C@H]3CC(C)(C)CC1)[C@@H](O2)O)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","472.71","5.88","2.0","4.0","0.0","66.76","34.0","6.0","1","",""
"Mol_09497","3beta,28-dihydroxy-16-oxo-12-oleanene","OC[C@@]12CCC(C[C@H]2[C@@]2([C@](CC1=O)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)O)C)(C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","472.75","6.79","2.0","3.0","1.0","57.53","34.0","5.0","1","",""
"Mol_09499","taraxerone","O=C1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@@]2(C1=CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","424.71","8.38","0.0","1.0","0.0","17.07","31.0","5.0","1","",""
"Mol_09500","taraxerol","O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@@]2(C1=CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C)C","Agelanthus brunneus","East Africa","antibacterial","multiple","PMID:16973190","ANPDB","","class_inference","","terpenoid","426.73","8.17","1.0","1.0","0.0","20.23","31.0","5.0","1","",""
"Mol_09503","methylanhydrovilangin","CCCCCCCCCCCC1=C(O)C(=O)C2=C(C1=O)OC1=C(C2C)C(=O)C(=C(C1=O)CCCCCCCCCCC)O","Myrsine africana","East Africa","antibacterial","multiple","PMID:14559281","ANPDB","","class_inference","","quinone","596.81","8.93","2.0","7.0","20.0","117.97","43.0","3.0","1","",""
"Mol_09504","2,5-dihydroxy-3-(nonadec-14-enyl)-1,4-benzoquinone","CCCC/C=C/CCCCCCCCCCCCCC1=C(O)C(=O)C=C(C1=O)O","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:14559281","ANPDB","","class_inference","","quinone","404.59","7.21","2.0","4.0","17.0","74.6","29.0","1.0","1","",""
"Mol_09505","lanciaquinone","O=C1C(=CC(=O)C(=C1CCCCCCCCCCCCCCC1=C(O)C(=CC(=O)C1=O)C)O)O","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:14559281","ANPDB","","class_inference","","quinone","472.58","5.76","3.0","7.0","15.0","128.97","34.0","2.0","1","",""
"Mol_09506","maesaquinone","CCCC/C=C/CCCCCCCCCCCCCC1=C(O)C(=O)C(=C(C1=O)O)C","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:14559281","ANPDB","","class_inference","","quinone","418.62","7.6","2.0","4.0","17.0","74.6","30.0","1.0","1","",""
"Mol_09518","5,4'-dihydroxy-6-(3""'-methylbut-2""'-enyl)-2""-hydroxyisopropyl dihydrofurano [4"",5"":8,7] isoflavone","CCC(C(O)(C)C)Oc1c2OCC(C(=O)c2c(c(c1OC(C(O)(C)C)CC)CC=C(C)C)O)c1ccc(c(c1)CC=C(C)C)O","Erythrina lysistemon","East Africa","antibacterial","multiple","PMID:12150799","ANPDB","","class_inference","","flavonoid","624.82","7.33","4.0","8.0","13.0","125.68","45.0","3.0","1","",""
"Mol_09539","2,5-dihydroxy-3-methyl-1,4-benzoquinone","O=C1C=C(O)C(=O)C(=C1O)C","Embelia schimperi","East Africa","antibacterial","multiple","PMID:18386487","ANPDB","","class_inference","","quinone","154.12","0.41","2.0","4.0","0.0","74.6","11.0","1.0","1","",""
"Mol_09555","macrophyllin","C=CCC1=C[C@]2(OC)C(=O)C([C@@H]1O)[C@@H]([C@H]2C)c1cc(OC)c(c(c1)OC)OC","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:15186932","ANPDB","","class_inference","","quinone","388.46","2.89","1.0","6.0","7.0","74.22","28.0","3.0","1","",""
"Mol_09557","acetylmaesaquinone","CCCC/C=C/CCCCCCCCCCCCCC1=C(OC(=O)C)C(=O)C(=C(C1=O)OC(=O)C)C","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:15186932","ANPDB","","class_inference","","quinone","502.69","7.61","0.0","6.0","19.0","86.74","36.0","1.0","1","",""
"Mol_09666","alloocimene","C/C=C(/C=C/C=C(C)C)\C","Tagetes minuta","East Africa","antibacterial","multiple","PMID:22119065","ANPDB","","class_inference","","terpenoid","136.24","3.48","0.0","0.0","2.0","0.0","10.0","0.0","1","",""
"Mol_09736","3alpha,12alpha-dihydroxy-ent-8(14),15-isopimaradien-18-al","C=C[C@]1(C)C=C2CC[C@@H]3[C@]([C@H]2C[C@H]1O)(C)CC[C@@H]([C@@]3(C)C=O)O","Euphorbia quinquecostata","East Africa","antibacterial","multiple","PMID:12350147","ANPDB","","class_inference","","terpenoid","318.46","3.26","2.0","3.0","2.0","57.53","23.0","3.0","1","",""
"Mol_09738","7,7'-dihydroxy-6,8'-bicoumarin","O=c1ccc2c(o1)cc(c(c2)c1c(O)ccc2c1oc(=O)cc2)O","Euphorbia quinquecostata","East Africa","antibacterial","multiple","PMID:12350147","ANPDB","","class_inference","","coumarin","322.27","2.98","2.0","6.0","1.0","100.88","24.0","4.0","1","",""
"Mol_09740","3,4-dimethoxycinnamaldehyde","O=C/C=C/c1ccc(c(c1)OC)OC","Euphorbia quinquecostata","East Africa","antibacterial","multiple","PMID:12350147","ANPDB","","class_inference","","aldehyde","192.21","1.92","0.0","3.0","4.0","35.53","14.0","1.0","1","",""
"Mol_09743","N-butylaniline","CCCCNc1ccccc1","Euphorbia quinquecostata","East Africa","antibacterial","multiple","PMID:12350147","ANPDB","","class_inference","","aniline","149.24","2.9","1.0","1.0","4.0","12.03","11.0","1.0","1","",""
"Mol_09784","myricadiol","OC[C@]12CC=C3[C@@]([C@@H]2CC(CC1)(C)C)(C)CC[C@H]1[C@@]3(C)CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O","Myrica arborea","East Africa","antibacterial","multiple","PMID:9265194","ANPDB","","class_inference","","terpenoid","442.73","7.14","2.0","2.0","1.0","40.46","32.0","5.0","1","",""
"Mol_09807","fagaramide","CC(CNC(=O)/C=C/c1ccc2c(c1)OCO2)C","Fagara heitzii","East Africa","antibacterial","multiple","PMID:19747699","ANPDB","","class_inference","","alkaloid","247.29","2.2","1.0","3.0","4.0","47.56","18.0","2.0","1","",""
"Mol_09840","myrsinone","CCCCCCCCCCCC1=CC(=O)C(=C(C1=O)O)O","Myrsine africana","East Africa","antibacterial","multiple","PMID:5648113","ANPDB","","class_inference","","quinone","294.39","4.31","2.0","4.0","10.0","74.6","21.0","1.0","1","",""
"Mol_09843","acetylmaesaquinone","CCCC/C=C/CCCCCCCCCCCCCC1=C(O)C(=O)C(=C(C1=O)OC(=O)C)C","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:5648113","ANPDB","","class_inference","","quinone","460.66","7.61","1.0","5.0","18.0","80.67","33.0","1.0","1","",""
"Mol_09846","2,5-dihydroxy-3-pentadecyl-1,4-benzoquinone","CCCCCCCCCCCCCCCC1=C(O)C(=O)C=C(C1=O)O","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:5648113","ANPDB","","class_inference","","quinone","350.5","5.87","2.0","4.0","14.0","74.6","25.0","1.0","1","",""
"Mol_09847","2,5-dihydroxy-3-(pentadec-10'z-enyl)-1,4-benzoquinone","CCCC/C=C/CCCCCCCCCC1=C(O)C(=O)C=C(C1=O)O","Maesa lanceolata","East Africa","antibacterial","multiple","PMID:5648113","ANPDB","","class_inference","","quinone","348.48","5.65","2.0","4.0","13.0","74.6","25.0","1.0","1","",""
"Mol_09869","erythrabyssin I","COc1ccc2c(c1CC=C(C)C)O[C@@H]1[C@@]2(O)COc2c1ccc(c2)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:8254349","ANPDB","","class_inference","","pterocarpan","354.4","3.62","2.0","5.0","3.0","68.15","26.0","4.0","1","",""
"Mol_09871","abyssinone I","Oc1ccc2c(c1)O[C@@H](CC2=O)c1ccc2c(c1)C=CC(O2)(C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:8254349","ANPDB","","class_inference","","flavonoid","322.36","4.28","1.0","4.0","1.0","55.76","24.0","4.0","1","",""
"Mol_09872","abyssinone II","CC(=CCc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:8254349","ANPDB","","class_inference","","flavonoid","324.38","4.31","2.0","4.0","3.0","66.76","24.0","3.0","1","",""
"Mol_09873","abyssinone III","CC(=CCc1cc(cc2c1OC(C)(C)C=C2)C1CC(=O)c2c(O1)cc(cc2)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:8254349","ANPDB","","class_inference","","flavonoid","390.48","5.79","1.0","4.0","3.0","55.76","29.0","4.0","1","",""
"Mol_09884","epipolygodial","O=C[C@@H]1C(=CC[C@@H]2[C@]1(C)CCCC2(C)C)C=O","Warburgia stuhlmannii","East Africa","antibacterial","multiple","PMID:8254349","ANPDB","","class_inference","","terpenoid","234.34","3.16","0.0","2.0","2.0","34.14","17.0","2.0","1","",""
"Mol_09905","undecanyl resorcinol, C11:0 chain","CCCCCCCCCCc1cc(O)cc(c1)O","Embelia schimperi","East Africa","antibacterial","multiple","PMID:8254349","ANPDB","","class_inference","","resorcinol derivative","250.38","4.78","2.0","2.0","9.0","40.46","18.0","1.0","1","",""
"Mol_09922","shikimic acid","O[C@@H]1CC(=C[C@H]([C@H]1O)O)C(=O)O","Hypericum quartinianum","East Africa","antibacterial","multiple","PMID:31001977","ANPDB","","class_inference","","terpenoid","174.15","-1.52","4.0","4.0","1.0","97.99","12.0","1.0","1","",""
"Mol_09973","dihydrochelerythrine","COc1c(OC)ccc2c1CN(C)c1c2ccc2c1cc1OCOc1c2","Zanthoxylum gilletii","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkaloid","349.39","4.2","0.0","5.0","2.0","40.16","26.0","5.0","1","",""
"Mol_09974","8-acetonyldihydrochelerythrine","COc1c(OC)ccc2c1C(CC(=O)C)N(C)c1c2ccc2c1cc1OCOc1c2","Zanthoxylum gilletii","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkaloid","405.45","4.72","0.0","6.0","4.0","57.23","30.0","5.0","1","",""
"Mol_10060","rhoifolin","OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O","Astragalus peregrinus","East Africa","antibacterial","multiple","PMID:26969788","ANPDB","","class_inference","","flavonoid","578.52","-1.1","8.0","14.0","6.0","228.97","41.0","5.0","1","",""
"Mol_10290","xylopic acid","CC(=O)O[C@@H]1C(=C)C2CC31CC[C@H]1C([C@@H]3CC2)(C)CCCC1(C)C(=O)O","Xylopia aethiopica","East Africa","antibacterial","multiple","PMID:33487063","ANPDB","","class_inference","","terpenoid","360.49","4.58","1.0","3.0","2.0","63.6","26.0","4.0","1","",""
"Mol_10357","2,6-dimethoxy-p-benzoquinone","COC1=CC(=O)C=C(C1=O)OC","Garcinia epunctata","East Africa","antibacterial","multiple","PMID:19937550","ANPDB","","class_inference","","quinone","168.15","0.2","0.0","4.0","2.0","52.6","12.0","1.0","1","",""
"Mol_10362","arjunolic acid","C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C","Combretum dolichopetalum","East Africa","antibacterial","multiple","PMID:19937550","ANPDB","","class_inference","","terpenoid","488.71","5.18","4.0","4.0","2.0","97.99","35.0","5.0","1","",""
"Mol_10526","quinic acid","OC1[C@H](O)CC(C[C@H]1O)(O)C(=O)O","Convolvulus althaeoides","East Africa","antibacterial","multiple","PMID:25632460","ANPDB","","class_inference","","cyclohexanecarboxylic acid","192.17","-2.32","5.0","5.0","1.0","118.22","13.0","1.0","1","",""
"Mol_10539","salicylaldehyde","O=Cc1ccccc1O","Cyperus alternifolius","East Africa","antibacterial","multiple","PMID:25632460","ANPDB","","class_inference","","phenolic","122.12","1.2","1.0","2.0","1.0","37.3","9.0","1.0","1","",""
"Mol_10555","luteolin-4'-O-beta-D glucoside","OC[C@H]1O[C@@H](Oc2ccc(cc2O)c2cc(=O)c3c(o2)cc(cc3[O-])O)[C@@H]([C@H]([C@@H]1O)O)O","Vernonia auriculifera","East Africa","antibacterial","multiple","PMID:34293972","ANPDB","","class_inference","","flavonoid","447.37","-0.88","6.0","11.0","4.0","193.11","32.0","4.0","1","",""
"Mol_10556","vernoguinoside A","OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(C2)CCC2=C3CC[C@]3(C2=C[C@H]2[C@@H]3[C@@H]3[C@@H](O)O[C@@H]([C@@H]3O2)[C@@](C(=O)C)(C(C)C)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O","Vernonia guineensis","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","648.79","1.5","6.0","11.0","6.0","175.37","46.0","7.0","1","",""
"Mol_10559","(S)-pentaisovalerylsucrose","OCC1OC(O[C@]2(CO)O[C@@H]([C@H]([C@H]2C(=O)CC(C)C)OC(=O)CC(C)C)CO)C(C(C1OC(=O)CC(C)C)OC(=O)CC(C)C)OC(=O)CC(C)C","Vernonia guineensis","East Africa","antibacterial","multiple","PMID:24095832","ANPDB","","class_inference","","glycoside","746.89","2.86","3.0","15.0","20.0","210.65","52.0","2.0","1","",""
"Mol_10560","(R)-pentaisovalerylsucrose","OCC1O[C@@H](O[C@]2(CO)O[C@@H]([C@H]([C@H]2C(=O)CC(C)C)OC(=O)CC(C)C)CO)C(C(C1OC(=O)CC(C)C)OC(=O)CC(C)C)OC(=O)CC(C)C","Vernonia guineensis","East Africa","antibacterial","multiple","PMID:22465590","ANPDB","","class_inference","","glycoside","746.89","2.86","3.0","15.0","20.0","210.65","52.0","2.0","1","",""
"Mol_10561","potamopholide","C1(=O)C[C@]2(O[C@@H](C[C@@H]1C)C1=C(C(=O)OC1=C[C@]2(C)O)CO)O","Vernonia potamophila","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","310.3","-0.45","3.0","7.0","1.0","113.29","22.0","3.0","1","",""
"Mol_10579","kotschyanoside A","O[C@H]1CC[C@]2([C@H](C1)CC(=O)[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@@H]([C@H]2[C@@H](C[C@@H]([C@@]1(O[C@H]1C)C(C)C)O)C)O)C)C","Vernonia kotschyana","East Africa","antibacterial","multiple","PMID:37446939","ANPDB","","class_inference","","stigmastane","476.7","4.36","3.0","5.0","5.0","90.29","34.0","5.0","1","",""
"Mol_10580","kotschyanoside B","O[C@H]1CC[C@]2([C@H](C1)[C@@H](O)C(=O)[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@@H]([C@H]2[C@@H](C[C@@H]([C@@]1(O[C@H]1C)C(C)C)O)C)O)C)C","Vernonia kotschyana","East Africa","antibacterial","multiple","PMID:37446939","ANPDB","","class_inference","","stigmastane","492.7","3.33","4.0","6.0","5.0","110.52","35.0","5.0","1","",""
"Mol_10581","kotschyanoside C","OC[C@H]1OC(O[C@H]2CC[C@]3([C@H](C2)CC(=O)[C@@H]2[C@@H]3CC[C@]3([C@H]2C[C@@H]([C@H]3[C@@H](C[C@@H]([C@@]2(O[C@H]2C)C(C)C)O)C)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O","Vernonia kotschyana","East Africa","antibacterial","multiple","PMID:37446939","ANPDB","","class_inference","","stigmastane","638.84","2.18","6.0","10.0","8.0","169.44","45.0","6.0","1","",""
"Mol_10582","kotschyanoside D","OC[C@H]1OC(O[C@H]2CC[C@]3([C@H](C2)[C@@H](O)C(=O)[C@@H]2[C@@H]3CC[C@]3([C@H]2C[C@@H]([C@H]3[C@@H](C[C@@H]([C@@]2(O[C@H]2C)C(C)C)O)C)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O","Vernonia kotschyana","East Africa","antibacterial","multiple","PMID:37446939","ANPDB","","class_inference","","stigmastane","654.84","1.15","7.0","11.0","8.0","189.67","46.0","6.0","1","",""
"Mol_10661","dalzienoside","COCc1ccc(cc1O[C@@H]1O[C@@H](CO)[C@@H]([C@H]([C@@H]1O)O)O)OC","Boswellia dalzielii","East Africa","antibacterial","multiple","PMID:32729328","ANPDB","","class_inference","","phenolic","330.33","-0.98","4.0","8.0","6.0","117.84","23.0","2.0","1","",""
"Mol_10662","alpha-boswellic acid","OC(=O)[C@@]1(C)[C@H](O)CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(CC1)(C)C)C)C)C","Boswellia dalzielii","East Africa","antibacterial","multiple","PMID:32729328","ANPDB","","class_inference","","terpene","456.71","7.23","2.0","2.0","1.0","57.53","33.0","5.0","1","",""
"Mol_10665","3-O-acetyl-28-hydroxylupeolic acid","OC[C@@]12CC[C@H]([C@@H]2[C@@H]2[C@](CC1)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@H]([C@]3(C)C(=O)O)OC(=O)C)C(=C)C","Boswellia dalzielii","East Africa","antibacterial","multiple","PMID:32729328","ANPDB","","class_inference","","terpene","514.75","6.63","2.0","4.0","4.0","83.83","37.0","5.0","1","",""
"Mol_10666","angolensin","COc1ccc(cc1)C(C(=O)c1ccc(cc1O)O)C","Boswellia dalzielii","East Africa","antibacterial","multiple","PMID:32729328","ANPDB","","class_inference","","phenolic","272.3","3.09","2.0","4.0","4.0","66.76","20.0","2.0","1","",""
"Mol_10667","4-methoxy-2-O-alpha-D-glucopyranosylphenylmethanol","OC[C@@H]1O[C@@H](Oc2cc(OC)ccc2CO)[C@H]([C@@H]([C@H]1O)O)O","Boswellia dalzielii","East Africa","antibacterial","multiple","PMID:32729328","ANPDB","","class_inference","","phenolic","316.31","-1.63","5.0","8.0","5.0","128.84","22.0","2.0","1","",""
